"id","foodmenuname","foodcategoryId","foodingredientId","salesprice","vatId","description","vegitem","beverage","bar","photo"
"659e5f1b43c4227e736e4ef2","VEG POROTTA SANDWICH","659e5b4243c4227e736e4d6e","[""[\""655ef6721532830df6b987bb\""]""]","8","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1b43c4227e736e4ef5","FRANSCISCO POROTTA SANDWICH","659e5b4243c4227e736e4d6e","[""[\""655ef6721532830df6b987bb\""]""]","8","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1c43c4227e736e4ef8","ZINGER POROTTA SANDWICH","659e5b4243c4227e736e4d6e","[""[\""655ef6721532830df6b987bb\""]""]","9","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1c43c4227e736e4efb","EGG SAMOON SANDWICH","659e5b4243c4227e736e4d6e","[""[\""655ef6721532830df6b987bb\""]""]","9","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1c43c4227e736e4efe","VEG SAMOON SANDWICH","659e5b4243c4227e736e4d6e","[""[\""655ef6721532830df6b987bb\""]""]","11","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1c43c4227e736e4f01","CHICKEN SAMOON SANDWICH","659e5b4243c4227e736e4d6e","[""[\""655ef6721532830df6b987bb\""]""]","12","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1c43c4227e736e4f04","BEEF SAMOON SANDWICH","659e5b4243c4227e736e4d6e","[""[\""655ef6721532830df6b987bb\""]""]","13","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1c43c4227e736e4f07","ZINGER MATHAFI SAMOON SANDWICH","659e5b4243c4227e736e4d6e","[""[\""655ef6721532830df6b987bb\""]""]","16","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1c43c4227e736e4f0a","DYNAMITE SHRIMP SAMOON SANDWICH","659e5b4243c4227e736e4d6e","[""[\""655ef6721532830df6b987bb\""]""]","16","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1c43c4227e736e4f0d","EGG BURGER","659e5b4243c4227e736e4d6e","[""[\""655ef6721532830df6b987bb\""]""]","8","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1d43c4227e736e4f10","CHICKEN BURGER","659e5b4243c4227e736e4d6e","[""[\""655ef6721532830df6b987bb\""]""]","10","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1d43c4227e736e4f13","VEG BURGER","659e5b4243c4227e736e4d6e","[""[\""655ef6721532830df6b987bb\""]""]","10","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1d43c4227e736e4f16","BEEF BURGER","659e5b4243c4227e736e4d6e","[""[\""655ef6721532830df6b987bb\""]""]","12","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1d43c4227e736e4f19","ZINGER BURGER","659e5b4243c4227e736e4d6e","[""[\""655ef6721532830df6b987bb\""]""]","15","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1d43c4227e736e4f1c","DYNAMITE SHRIMP BURGER","659e5b4243c4227e736e4d6e","[""[\""655ef6721532830df6b987bb\""]""]","16","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1d43c4227e736e4f1f","FRENCH FRIES","659e5b4243c4227e736e4d6e","[""[\""655ef6721532830df6b987bb\""]""]","10","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1d43c4227e736e4f22","FRIES WITH SAUCE","659e5b4243c4227e736e4d6e","[""[\""655ef6721532830df6b987bb\""]""]","15","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1d43c4227e736e4f25","CHICKEN NUGGETS","659e5b4243c4227e736e4d6e","[""[\""655ef6721532830df6b987bb\""]""]","15","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1d43c4227e736e4f28","DYNAMITE CHICKEN","659e5b4243c4227e736e4d6e","[""[\""655ef6721532830df6b987bb\""]""]","16","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1e43c4227e736e4f2b","DYNAMATE SHRIMP","659e5b4243c4227e736e4d6e","[""[\""655ef6721532830df6b987bb\""]""]","18","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1e43c4227e736e4f2e","FRIES WITH BEEF","659e5b4243c4227e736e4d6e","[""[\""655ef6721532830df6b987bb\""]""]","18","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1e43c4227e736e4f31","POROTA","659e5b4243c4227e736e4d71","[""[\""655ef6721532830df6b987bb\""]""]","1","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1e43c4227e736e4f34","WEAT POROTA","659e5b4243c4227e736e4d71","[""[\""655ef6721532830df6b987bb\""]""]","1.5","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1e43c4227e736e4f37","COIN POROTA (2 PCS)","659e5b4243c4227e736e4d71","[""[\""655ef6721532830df6b987bb\""]""]","3","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1e43c4227e736e4f3a","CHAPATI","659e5b4243c4227e736e4d71","[""[\""655ef6721532830df6b987bb\""]""]","1","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1e43c4227e736e4f3d","APPAM","659e5b4243c4227e736e4d71","[""[{\""label\"":\""Milk\"",\""value\"":\""655ef5c61532830df6b987ae\""}]""]","1","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1e43c4227e736e4f40","IDIYAPPAM","659e5b4243c4227e736e4d71","[""[\""655ef6721532830df6b987bb\""]""]","1","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1e43c4227e736e4f43","DOSA","659e5b4243c4227e736e4d71","[""[\""655ef6721532830df6b987bb\""]""]","1","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1e43c4227e736e4f46","PUTTU","659e5b4243c4227e736e4d71","[""[\""655ef6721532830df6b987bb\""]""]","1","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1e43c4227e736e4f49","WEAT PUTTU","659e5b4243c4227e736e4d71","[""[\""655ef6721532830df6b987bb\""]""]","1.5","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1e43c4227e736e4f4c","RUMALI ROTI","659e5b4243c4227e736e4d71","[""[\""655ef6721532830df6b987bb\""]""]","3","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1e43c4227e736e4f4f","EGG CURRY","659e5b4343c4227e736e4d74","[""[\""655ef6721532830df6b987bb\""]""]","5","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1e43c4227e736e4f52","EGG ROAST (2 EGG)","659e5b4343c4227e736e4d74","[""[\""655ef6721532830df6b987bb\""]""]","7","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1f43c4227e736e4f55","MIX VEG KURMA","659e5b4343c4227e736e4d74","[""[\""655ef6721532830df6b987bb\""]""]","7","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1f43c4227e736e4f58","FISH CURRY","659e5b4343c4227e736e4d74","[""[\""655ef6721532830df6b987bb\""]""]","10","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1f43c4227e736e4f5b","FISH CURRY MATHI","659e5b4343c4227e736e4d74","[""[\""655ef6721532830df6b987bb\""]""]","7","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1f43c4227e736e4f5e","FISH FRY","659e5b4343c4227e736e4d74","[""[\""655ef6721532830df6b987bb\""]""]","8","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1f43c4227e736e4f61","FISH FRY MATHI","659e5b4343c4227e736e4d74","[""[\""655ef6721532830df6b987bb\""]""]","5","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1f43c4227e736e4f64","CHICKEN CURRY","659e5b4343c4227e736e4d74","[""[\""655ef6721532830df6b987bb\""]""]","10","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1f43c4227e736e4f67","CHICKEN ROAST","659e5b4343c4227e736e4d74","[""[\""655ef6721532830df6b987bb\""]""]","11","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1f43c4227e736e4f6a","CHICKEN KURUMA","659e5b4343c4227e736e4d74","[""[\""655ef6721532830df6b987bb\""]""]","11","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1f43c4227e736e4f6d","CHICKEN CHUKKA","659e5b4343c4227e736e4d74","[""[\""655ef6721532830df6b987bb\""]""]","14","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1f43c4227e736e4f70","CHICKEN 65 FRY (KABAB)","659e5b4343c4227e736e4d74","[""[\""655ef6721532830df6b987bb\""]""]","10","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f1f43c4227e736e4f73","CHICKEN DRY FRY (BONELESS)","659e5b4343c4227e736e4d74","[""[\""655ef6721532830df6b987bb\""]""]","12","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f2043c4227e736e4f76","BEEF CURRY","659e5b4343c4227e736e4d74","[""[\""655ef6721532830df6b987bb\""]""]","11","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f2043c4227e736e4f79","BEEF ROAST","659e5b4343c4227e736e4d74","[""[\""655ef6721532830df6b987bb\""]""]","12","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f2043c4227e736e4f7c","BEEF FRY","659e5b4343c4227e736e4d74","[""[\""655ef6721532830df6b987bb\""]""]","13","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f2443c4227e736e4f7f","KAPPA","659e5b4343c4227e736e4d74","[""[\""655ef6721532830df6b987bb\""]""]","8","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f2443c4227e736e4f82","KAPPA CHICKEN","659e5b4343c4227e736e4d74","[""[\""655ef6721532830df6b987bb\""]""]","12","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f2443c4227e736e4f85","KAPPA BEEF","659e5b4343c4227e736e4d74","[""[\""655ef6721532830df6b987bb\""]""]","14","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f2443c4227e736e4f88","KAPPA BIRIYANI","659e5b4343c4227e736e4d74","[""[\""655ef6721532830df6b987bb\""]""]","15","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f2443c4227e736e4f8b","EGG KOTHU POROTA","659e5b4343c4227e736e4d74","[""[\""655ef6721532830df6b987bb\""]""]","10","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f2443c4227e736e4f8e","CHICKEN KOTHU PORATA","659e5b4343c4227e736e4d74","[""[\""655ef6721532830df6b987bb\""]""]","12","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f2443c4227e736e4f91","BEEF KOTHU PORATA","659e5b4343c4227e736e4d74","[""[\""655ef6721532830df6b987bb\""]""]","13","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f2443c4227e736e4f94","MOTTA SET","659e5b4343c4227e736e4d74","[""[\""655ef6721532830df6b987bb\""]""]","10","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f2443c4227e736e4f97","BARI SET","659e5b4343c4227e736e4d74","[""[\""655ef6721532830df6b987bb\""]""]","10","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f2443c4227e736e4f9a","CHICKEN BIRIYANI","659e5b4343c4227e736e4d74","[""[\""655ef6721532830df6b987bb\""]""]","15","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f2443c4227e736e4f9d","CHICKEN KUSHKA BABAB BIRIYANI","659e5b4343c4227e736e4d74","[""[\""655ef6721532830df6b987bb\""]""]","17","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f2443c4227e736e4fa0","MUTTON BIRIYANI","659e5b4343c4227e736e4d74","[""[\""655ef6721532830df6b987bb\""]""]","19","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f2443c4227e736e4fa3","CHICKEN 65 BIRIYANI","659e5b4343c4227e736e4d74","[""[\""655ef6721532830df6b987bb\""]""]","20","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f2443c4227e736e4fa6","KUSHKA (BIRIYANI RICE)","659e5b4343c4227e736e4d74","[""[\""655ef6721532830df6b987bb\""]""]","9","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f2443c4227e736e4fa9","STEAM RICE","659e5b4343c4227e736e4d74","[""[\""655ef6721532830df6b987bb\""]""]","6","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f2443c4227e736e4fac","GHEE RICE","659e5b4343c4227e736e4d74","[""[\""655ef6721532830df6b987bb\""]""]","8","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f2443c4227e736e4faf","LEMON RICE","659e5b4343c4227e736e4d74","[""[\""655ef6721532830df6b987bb\""]""]","9","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f2543c4227e736e4fb2","TOMATO RICE","659e5b4343c4227e736e4d74","[""[\""655ef6721532830df6b987bb\""]""]","9","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f2543c4227e736e4fb5","CURD RICE","659e5b4343c4227e736e4d74","[""[\""655ef6721532830df6b987bb\""]""]","9","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f2543c4227e736e4fb8","JEERA RICE","659e5b4343c4227e736e4d74","[""[\""655ef6721532830df6b987bb\""]""]","9","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f2543c4227e736e4fbb","GARLIC RICE","659e5b4343c4227e736e4d74","[""[\""655ef6721532830df6b987bb\""]""]","9","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f2543c4227e736e4fbe","VEG PULAV","659e5b4343c4227e736e4d74","[""[\""655ef6721532830df6b987bb\""]""]","9","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f2543c4227e736e4fc1","GOBI RICE","659e5b4343c4227e736e4d74","[""[\""655ef6721532830df6b987bb\""]""]","10","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f2543c4227e736e4fc4","MUSHROOM RICE","659e5b4343c4227e736e4d74","[""[\""655ef6721532830df6b987bb\""]""]","11","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f2543c4227e736e4fc7","PANEER RICE","659e5b4343c4227e736e4d74","[""[\""655ef6721532830df6b987bb\""]""]","11","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f2543c4227e736e4fca","DAL FRY","659e5b4343c4227e736e4d77","[""[\""655ef6721532830df6b987bb\""]""]","12","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f2543c4227e736e4fcd","DAL PALAK","659e5b4343c4227e736e4d77","[""[\""655ef6721532830df6b987bb\""]""]","12","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f2543c4227e736e4fd0","DAL TADKA","659e5b4343c4227e736e4d77","[""[\""655ef6721532830df6b987bb\""]""]","13","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f2543c4227e736e4fd3","DAL KOLHAPURI","659e5b4343c4227e736e4d77","[""[\""655ef6721532830df6b987bb\""]""]","13","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f2543c4227e736e4fd6","ALOO PALAK","659e5b4343c4227e736e4d77","[""[{\""label\"":\""Milk\"",\""value\"":\""655ef5c61532830df6b987ae\""},{\""label\"":\""Sugar\"",\""value\"":\""655ef6041532830df6b987b6\""},{\""label\"":\""Bun\"",\""value\"":\""655ef6721532830df6b987bb\""},{\""label\"":\""Tea Powder\"",\""value\"":\""655ef5eb1532830df6b987b2\""}]""]","12","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704713954240. Rectangle 48.png"
"659e5f2643c4227e736e4fd9","GOPI MASALA","659e5b4343c4227e736e4d77","[""[\""655ef6721532830df6b987bb\""]""]","12","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f2643c4227e736e4fdc","VEG KOLHAPURI","659e5b4343c4227e736e4d77","[""[\""655ef6721532830df6b987bb\""]""]","14","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f2643c4227e736e4fdf","VEG HYDERABADI","659e5b4343c4227e736e4d77","[""[\""655ef6721532830df6b987bb\""]""]","14","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f2643c4227e736e4fe2","MUSHROOM KADAI","659e5b4343c4227e736e4d77","[""[\""655ef6721532830df6b987bb\""]""]","14","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f2643c4227e736e4fe5","MUSHROOM MASALA","659e5b4343c4227e736e4d77","[""[\""655ef6721532830df6b987bb\""]""]","14","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f2743c4227e736e4fe8","PANEER MATAR MASALA","659e5b4343c4227e736e4d77","[""[\""655ef6721532830df6b987bb\""]""]","14","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f2743c4227e736e4feb","PANEER BUTTER MASALA","659e5b4343c4227e736e4d77","[""[\""655ef6721532830df6b987bb\""]""]","14","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f2743c4227e736e4fee","PALAK PANEER","659e5b4343c4227e736e4d77","[""[\""655ef6721532830df6b987bb\""]""]","15","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f2843c4227e736e4ff1","BABYCORN MASALA","659e5b4343c4227e736e4d77","[""[\""655ef6721532830df6b987bb\""]""]","15","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f2843c4227e736e4ff4","BABYCORN PEPPER MASALA","659e5b4343c4227e736e4d77","[""[\""655ef6721532830df6b987bb\""]""]","15","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f2943c4227e736e4ff7","BUTTER CHICKEN","659e5b4343c4227e736e4d7a","[""[\""655ef6721532830df6b987bb\""]""]","14","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f2943c4227e736e4ffa","CHICKEN PEPPER MASALA","659e5b4343c4227e736e4d7a","[""[\""655ef6721532830df6b987bb\""]""]","14","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f2943c4227e736e4ffd","CHICKEN HYDERABADI","659e5b4343c4227e736e4d7a","[""[\""655ef6721532830df6b987bb\""]""]","14","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f2943c4227e736e5000","CHICKEN RED MASALA","659e5b4343c4227e736e4d7a","[""[\""655ef6721532830df6b987bb\""]""]","14","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f2943c4227e736e5003","CHICKEN KOLHAPURI","659e5b4343c4227e736e4d7a","[""[\""655ef6721532830df6b987bb\""]""]","14","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f2a43c4227e736e5006","CHICKEN KADAI","659e5b4343c4227e736e4d7a","[""[\""655ef6721532830df6b987bb\""]""]","14","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f2b43c4227e736e5009","CHICKEN MASHROOM MASALA","659e5b4343c4227e736e4d7a","[""[\""655ef6721532830df6b987bb\""]""]","14","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f2b43c4227e736e500c","BEEF MASALA","659e5b4343c4227e736e4d7a","[""[\""655ef6721532830df6b987bb\""]""]","15","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f2b43c4227e736e500f","BEEF KADAI","659e5b4343c4227e736e4d7a","[""[\""655ef6721532830df6b987bb\""]""]","15","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f2b43c4227e736e5012","MUTTON HYDERABADI","659e5b4343c4227e736e4d7a","[""[\""655ef6721532830df6b987bb\""]""]","16","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f2b43c4227e736e5015","MUTTON KADAI","659e5b4343c4227e736e4d7a","[""[\""655ef6721532830df6b987bb\""]""]","16","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f2b43c4227e736e5018","MUTTON MASALA","659e5b4343c4227e736e4d7a","[""[\""655ef6721532830df6b987bb\""]""]","16","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f2b43c4227e736e501b","FISH MASALA","659e5b4343c4227e736e4d7a","[""[\""655ef6721532830df6b987bb\""]""]","15","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f2c43c4227e736e501e","PRAWNS MASALA","659e5b4343c4227e736e4d7a","[""[\""655ef6721532830df6b987bb\""]""]","16","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f2c43c4227e736e5021","VEG SWEET CORN SOUP","659e5b4343c4227e736e4d7d","[""[\""655ef6721532830df6b987bb\""]""]","7","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f2c43c4227e736e5024","LEMON CORIANDER SOUP","659e5b4343c4227e736e4d7d","[""[\""655ef6721532830df6b987bb\""]""]","7","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f2c43c4227e736e5027","VEG CLEAR SOUP","659e5b4343c4227e736e4d7d","[""[\""655ef6721532830df6b987bb\""]""]","8","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
"659e5f2c43c4227e736e502a","VEG MANCHOW SOUP","659e5b4343c4227e736e4d7d","[""[\""655ef6721532830df6b987bb\""]""]","8","655ef1cfb3999d1add24f83e","CHINEESE COMBO","no","no","no","imgae-1704261675496. black_friday_banner_02.jpg"
